bhk,area,price,age,type,locality,region,status
2,1200,175.0,0,Apartment,Bhagwati Bhagwati Greens 2,Kharghar,Ready to move
2,1195,110.00000000000001,1,Apartment,Tharwani Riviera,Kharghar,Ready to move
2,1240,110.00000000000001,1,Apartment,Paradise Sai Jewels,Kharghar,Ready to move
1,700,85.0,0,Apartment,Raheja Solaris,Sanpada,Under Construction
4,4200,760.0,1,Apartment,Bhagwati Greens 3,Kharghar,Ready to move
2,1150,115.99999999999999,1,Apartment,Vishwa Hans,Kharghar,Ready to move
2,1200,120.0,1,Apartment,Paradise Sai Solitaire,Kharghar,Ready to move
2,1200,130.0,1,Apartment,Paradise Sai Miracle,Kharghar,Ready to move
2,1240,110.00000000000001,1,Apartment,Paradise Sai Pearls,Kharghar,Ready to move
2,1275,115.99999999999999,1,Apartment,Vishwa Hans,Kharghar,Ready to move
2,1180,100.0,1,Apartment,Juhi Niharika Residency,Kharghar,Ready to move
3,1750,182.0,1,Apartment,Vishwa Hans,Kharghar,Ready to move
2,974,87.0,0,Apartment,Satyam Peace Of Mind,Kharghar,Under Construction
1,690,68.0,1,Apartment,Nisarg Hyde Park,Kharghar,Ready to move
1,745,43.0,0,Apartment,Siddharth Geetanjali Solitaire,Taloja,Under Construction
2,1170,73.0,0,Apartment,Siddharth Geetanjali Solitaire,Taloja,Under Construction
2,1150,95.0,1,Apartment,Sai Haridra Apartment,Kharghar,Ready to move
2,1150,85.0,1,Apartment,Labh Status Vihar,Kharghar,Ready to move
2,1075,65.38,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,669,37.0,0,Apartment,Marathon Nexworld,Dombivali,Ready to move
2,1175,73.15,1,Apartment,Runwal Gardens,Dombivali,Ready to move
1,580,22.0,0,Apartment,Vinayak Mahavir Complex,Palghar,Under Construction
2,900,29.5,0,Apartment,Vinayak Mahavir Complex,Palghar,Under Construction
2,920,40.22,0,Apartment,Vinayak Mahavir Complex,Palghar,Under Construction
2,1020,97.0,1,Apartment,SB Prakruti Park,Thane West,Ready to move
2,850,108.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
1,430,47.5,1,Apartment,Dosti Desire Dosti Joy,Thane West,Ready to move
2,1029,60.0,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
1,500,47.0,1,Apartment,Squarefeet Grand Square,Thane West,Ready to move
2,900,145.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
2,1200,195.0,1,Apartment,Rashi Tower,Goregaon East,Ready to move
2,1210,195.0,1,Apartment,Jyoti Sukriti,Goregaon East,Ready to move
2,1125,192.0,0,Apartment,K Raheja Raheja Residency,Malad East,Ready to move
3,1820,415.00000000000006,1,Apartment,DB Woods,Goregaon East,Ready to move
3,1375,265.0,0,Apartment,Jyoti Sukriti,Goregaon East,Under Construction
3,1480,265.0,0,Apartment,A And O F Residences,Malad East,Under Construction
2,1090,168.0,0,Apartment,A And O F Residences,Malad East,Under Construction
2,1435,250.0,1,Apartment,DB Woods,Goregaon East,Ready to move
3,1500,127.0,1,Apartment,Tharwani Rosebella,Kharghar,Ready to move
3,2060,250.0,1,Apartment,Concrete Sai Saakshaat,Kharghar,Ready to move
3,2015,180.0,1,Apartment,Paradise Sai Solitaire,Kharghar,Ready to move
2,1120,105.0,1,Apartment,Paradise Sai Wonder,Kharghar,Ready to move
3,1680,210.0,1,Apartment,Paradise Sai Mannat,Kharghar,Ready to move
2,1200,120.0,1,Apartment,Nisarg Hyde Park,Kharghar,Ready to move
2,1230,117.0,1,Apartment,Krishh Celestia,Kharghar,Ready to move
2,1200,165.0,1,Apartment,Konnark Shree Krishna Paradise,Kharghar,Ready to move
1,450,52.0,1,Apartment,Dosti Desire Dosti Joy,Thane West,Ready to move
3,1700,325.0,1,Apartment,Satellite Satellite Tower,Goregaon East,Ready to move
1,535,40.0,0,Apartment,Thalia Vrindavan Flora,Rasayani,Under Construction
1,650,98.0,0,Apartment,Lalani Velentine Apartment 1 Wing D,Malad East,Under Construction
2,950,147.0,0,Apartment,Velentine Apartment 1 Wing D,Malad East,Under Construction
1,590,67.0,1,Apartment,Hubtown Greenwoods,Thane West,Ready to move
2,730,85.0,1,Apartment,Hubtown Greenwoods,Thane West,Ready to move
1,575,65.0,1,Apartment,Hubtown Greenwoods,Thane West,Ready to move
1,801,46.8,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
1,862,48.5,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1029,56.5,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
3,1320,195.0,1,Apartment,Lokhandwala Highland,Kandivali East,Ready to move
1,620,75.0,1,Apartment,Lodha Casa Ultima,Thane West,Ready to move
2,790,110.00000000000001,1,Apartment,Swaraj Homes Nirlac Solitaire Society,Thane West,Ready to move
1,560,75.0,1,Apartment,Neelkanth Greens,Thane West,Ready to move
3,1950,450.0,1,Apartment,Hiranandani One Hiranandani Park,Thane West,Ready to move
1,600,110.00000000000001,1,Apartment,Hiranandani One Hiranandani Park,Thane West,Ready to move
2,900,90.0,1,Apartment,Reputed Builder Laxmi Park Phase 2,Thane West,Ready to move
1,650,80.0,1,Apartment,Kabra Vedant,Thane West,Ready to move
2,625,34.0,0,Apartment,APR Emerald Wing A2,Dombivali,Ready to move
2,1020,65.0,0,Apartment,Swaminarayan City Phase 1A,Dombivali,Ready to move
3,1025,72.5,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
3,1237,95.0,0,Apartment,Mahaavir Pride,Dombivali,Ready to move
3,1450,85.5,0,Apartment,Paradise Sai World Dreams,Dombivali,Ready to move
2,1050,75.0,0,Apartment,Paradise Sai World Dreams,Dombivali,Ready to move
2,810,65.0,0,Apartment,Sonawane Krishna Ultima,Kalyan East,Ready to move
1,506,23.0,0,Apartment,Thanekar Civic,Badlapur West,Ready to move
2,760,30.0,0,Apartment,Thanekar Civic,Badlapur West,Ready to move
1,680,38.3,0,Apartment,Sunraj Supreme,Dombivali,Ready to move
1,770,39.9,0,Apartment,Regency Regency Anantam,Dombivali,Ready to move
1,575,26.1,0,Apartment,Raj Laxmi Shreeji Iconic,Badlapur East,Ready to move
4,1055,61.0,0,Apartment,Regency Regency Anantam,Dombivali,Ready to move
2,1050,63.0,0,Apartment,Sunraj Supreme,Dombivali,Ready to move
4,1015,65.0,0,Apartment,Swaminarayan City Phase 1A,Dombivali,Ready to move
3,1580,99.0,0,Apartment,Swaminarayan City Phase 1A,Dombivali,Ready to move
2,885,41.0,0,Apartment,Deeplaxmi Shreeji Meadows,Badlapur East,Ready to move
1,615,28.1,0,Apartment,Deeplaxmi Shreeji Meadows,Badlapur East,Ready to move
1,540,36.5,0,Apartment,Venus Skky City Phase I,Dombivali,Ready to move
2,675,46.2,0,Apartment,Venus Skky City Phase I,Dombivali,Ready to move
1,655,31.1,0,Apartment,Godrej Sky Gardens At Godrej Vihaa,Badlapur East,Ready to move
2,828,41.0,0,Apartment,Godrej Sky Gardens At Godrej Vihaa,Badlapur East,Ready to move
1,506,23.1,0,Apartment,Thanekar Civic,Badlapur West,Ready to move
2,760,33.0,0,Apartment,Thanekar Civic,Badlapur West,Ready to move
3,988,76.0,0,Apartment,Runwal Gardens Phase 4 Bldg No 33 34,Dombivali,Ready to move
2,706,53.0,0,Apartment,Runwal Gardens Phase 4 Bldg No 33 34,Dombivali,Ready to move
2,810,65.22,0,Apartment,Sonawane Krishna Ultima,Kalyan East,Ready to move
1,560,45.0,0,Apartment,Sonawane Krishna Ultima,Kalyan East,Ready to move
2,815,75.0,0,Apartment,Vikas Ritz Tower C,Kalyan West,Ready to move
2,625,54.0,0,Apartment,Vikas Ritz Tower C,Kalyan West,Ready to move
1,625,28.2,0,Apartment,Deeplaxmi Shreeji Meadows,Badlapur East,Ready to move
3,1600,99.2,0,Apartment,Swaminarayan City Phase 1A,Dombivali,Ready to move
2,710,45.25,0,Apartment,Kohinoor Eden,Kalyan East,Ready to move
1,540,31.0,0,Apartment,Kohinoor Eden,Kalyan East,Ready to move
2,906,66.0,0,Apartment,Jay Ganesh Gold Crest,Dombivali,Ready to move
3,1840,150.0,0,Apartment,Globe Paradise,Dombivali,Ready to move
2,785,59.0,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,675,42.5,0,Apartment,La Grandeur,Dombivali,Ready to move
2,895,57.5,0,Apartment,La Grandeur,Dombivali,Ready to move
2,764,80.0,1,Apartment,Reputed Builder Palms Apartment 2,Goregaon East,Ready to move
2,764,75.0,1,Apartment,Reputed Builder Palms Apartment 2,Goregaon East,Ready to move
1,595,34.0,0,Apartment,Runwal Gardens Phase 4 Bldg No 33 34,Dombivali,Ready to move
1,540,47.0,1,Apartment,Reputed Builder Diamond Isle 3,Goregaon East,Ready to move
3,1200,390.0,1,Apartment,Kanakia Paris,Bandra Kurla Complex,Ready to move
1,585,45.0,0,Apartment,Mahaavir Pride,Dombivali,Ready to move
1,585,114.99999999999999,1,Apartment,Reputed Builder Dhiraj Building,Andheri East,Ready to move
2,1111,170.0,1,Apartment,Red Brick Developer Mangalmay,Kandivali West,Ready to move
1,661,48.0,1,Apartment,RNA NG NG Paradise,Mira Road East,Ready to move
2,1250,120.0,1,Apartment,Vasant Vasant Vihar,Thane West,Ready to move
2,1010,79.0,1,Apartment,Basudeo Vasudev Sky High,Mira Road East,Ready to move
3,2100,350.0,1,Apartment,Raheja Ridgewood,Goregaon East,Ready to move
2,1060,75.0,1,Apartment,Poonam Valley,Mira Road East,Ready to move
4,2251,515.0,1,Apartment,Godrej The Trees Residential Phase 1,Vikhroli,Under Construction
1,454,73.8,1,Apartment,Lodha Majiwada Tower 1,Thane West,Under Construction
1,407,70.99,1,Apartment,Lodha Majiwada Tower 1,Thane West,Under Construction
1,480,110.00000000000001,1,Apartment,Piramal Revanta Tower 2,Mulund West,Under Construction
1,425,97.75,1,Apartment,Sunteck City Avenue 2,Goregaon West,Under Construction
1,362,83.26,1,Apartment,Sunteck City Avenue 2,Goregaon West,Under Construction
1,493,48.41,1,Apartment,Lodha Palava Elite K To T,Dombivali,Ready to move
1,474,46.54,1,Apartment,Lodha Palava Elite A To J,Dombivali,Ready to move
2,505,69.36,1,Apartment,Piramal Vaikunth Cluster 4,Thane West,Under Construction
2,555,83.0,1,Apartment,Piramal Vaikunth Cluster 4,Thane West,Under Construction
2,637,62.55,1,Apartment,Lodha Palava Cielo A and F,Dombivali,Ready to move
2,629,61.76,1,Apartment,Lodha Palava Cielo A and F,Dombivali,Ready to move
2,769,206.0,1,Apartment,SD Building No 2 Wings A and B Alpine,Kandivali East,Under Construction
3,1072,300.0,1,Apartment,SD Building No 3 Wing B Astron,Kandivali East,Under Construction
2,757,209.0,1,Apartment,Kanakia Zenworld Phase I,Kanjurmarg,Under Construction
2,640,62.84,1,Apartment,Lodha Palava Lakeside I To O,Dombivali,Ready to move
2,662,65.0,1,Apartment,Lodha Palava UNO H To O,Dombivali,Ready to move
2,587,290.0,1,Apartment,Godrej The Trees Phase 2,Vikhroli,Under Construction
1,597,34.92,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,600,34.96,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
2,800,160.0,1,Apartment,Reputed Builder Bhakti Complex,Dahisar,Ready to move
2,920,150.0,1,Apartment,Reputed Builder Bhakti Complex,Dahisar,Ready to move
2,750,140.0,1,Apartment,Reputed Builder Ekta Vivek Apartments,Dahisar,Ready to move
1,640,30.0,0,Apartment,Tharwani Ariana,Ambernath West,Under Construction
2,1080,111.00000000000001,1,Apartment,Unique Aurum,Mira Road East,Ready to move
3,1386,140.0,0,Apartment,JP JP North Phase 5 Euphoria,Mira Road East,Ready to move
2,1200,302.0,0,Apartment,L And T Elixir Reserve,Powai,Under Construction
2,1100,245.00000000000003,0,Apartment,L And T Elixir Reserve,Powai,Under Construction
4,2400,599.0,0,Apartment,Lodha Bellagio,Powai,Under Construction
3,1750,419.00000000000006,0,Apartment,Lodha Bellagio,Powai,Under Construction
2,1210,249.00000000000003,0,Apartment,Lodha Bellagio Tower C1,Powai,Under Construction
3,1500,354.0,0,Apartment,Kalpataru Vivant South Wing A,Andheri East,Under Construction
2,1050,198.0,0,Apartment,Kalpataru Vivant South Wing B,Andheri East,Under Construction
1,610,85.0,1,Apartment,Bhoomi Valley,Kandivali East,Ready to move
1,418,60.0,0,Apartment,North Star,Chembur,Under Construction
1,650,62.0,1,Apartment,Puraniks City Phase 3,Thane West,Ready to move
1,550,148.0,0,Apartment,Swaraj Homes Santacruz Chandangiri CHS,Santacruz West,Under Construction
2,850,125.0,0,Apartment,Blue Noir Satra One,Goregaon West,Under Construction
3,1200,600.0,1,Apartment,Rizvi Continental Tower,Bandra West,Ready to move
2,1150,220.00000000000003,1,Apartment,Town Ashtha Heights,Goregaon West,Ready to move
3,1520,450.0,1,Apartment,Sabari Gayathri,Chembur,Ready to move
3,1100,300.0,0,Apartment,Sunteck City Avenue 2,Goregaon West,Ready to move
1,801,46.2,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
3,1336,78.5,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
1,854,49.5,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,750,57.59,1,Apartment,Unique Aurum,Mira Road East,Ready to move
2,1050,85.9,1,Apartment,Unique Aurum,Mira Road East,Ready to move
3,1400,125.0,1,Apartment,Leena Bhairav Residency,Mira Road East,Ready to move
3,1450,265.0,0,Apartment,A And O F Residences,Malad East,Under Construction
2,1210,215.0,1,Apartment,Jyoti Sukriti,Goregaon East,Ready to move
1,480,39.21,1,Apartment,Marathon Nexworld,Dombivali,Ready to move
2,629,165.0,1,Apartment,Mayfair The View,Vikhroli,Under Construction
2,472,48.46,1,Apartment,Rustomjee Virar Avenue L1 L2 And L4 Wing E And F,Virar,Under Construction
1,270,68.76,1,Apartment,Mayfair The View,Vikhroli,Under Construction
1,256,64.99,1,Apartment,Mayfair The View,Vikhroli,Under Construction
2,623,140.0,1,Apartment,Mayfair The View,Vikhroli,Under Construction
2,1187,145.0,1,Apartment,Vasant Vasant Vihar,Thane West,Ready to move
2,1360,355.0,1,Apartment,Rustomjee Elita,Andheri West,Ready to move
1,730,38.0,1,Apartment,Nisarg Greens,Ambernath East,Ready to move
2,1030,56.0,1,Apartment,Nisarg Greens,Ambernath East,Ready to move
1,730,38.5,1,Apartment,Nisarg Greens Phase II A,Ambernath East,Under Construction
1,647,35.0,1,Apartment,Godrej Hill,Kalyan West,Ready to move
1,650,57.0,1,Apartment,Tharwani Rosalie,Kalyan West,Ready to move
1,750,150.0,1,Apartment,Dosti Estates,Wadala,Ready to move
3,1000,270.0,1,Apartment,Reputed Builder Dosti Blossom,Wadala,Ready to move
3,1800,780.0,0,Apartment,Prestige Jasdan Classic,Byculla,Under Construction
4,2400,1051.0,0,Apartment,Prestige Jasdan Classic,Byculla,Under Construction
3,1300,560.0,0,Apartment,Prestige Jasdan Classic,Byculla,Under Construction
2,950,160.0,1,Apartment,Rajesh Whitecity Phase 1 Wing A,Kandivali East,Ready to move
1,580,95.0,1,Apartment,Reputed Builder Holy Cross Tower,Borivali West,Ready to move
1,560,90.0,1,Apartment,Reputed Builder Veda CHS,Thane West,Ready to move
3,1950,335.0,0,Apartment,Lodha Woods,Kandivali East,Under Construction
1,730,62.0,1,Apartment,Sanghvi S3 Skyrise,Mira Road East,Ready to move
2,880,240.0,0,Apartment,Mangal Smriti,Chembur,Under Construction
2,900,111.00000000000001,1,Apartment,Shapoorji Pallonji Sarova,Kandivali East,Ready to move
3,1550,330.0,1,Apartment,SD Building No 2 Wings A and B Alpine,Kandivali East,Ready to move
1,680,53.95,1,Apartment,JK IRIS,Mira Road East,Ready to move
2,980,72.99,1,Apartment,JK IRIS,Mira Road East,Under Construction
2,1128,204.99999999999997,0,Apartment,K Raheja Raheja Residency,Malad East,Ready to move
1,720,39.0,0,Apartment,Venus Skky City Phase I,Dombivali,Ready to move
3,1500,500.0,1,Apartment,Mittal Phoenix Towers,Lower Parel,Ready to move
1,690,27.0,1,Apartment,Royal Galaxy Flora Phase II,Ambernath East,Under Construction
2,845,38.0,1,Apartment,Motiram Royal Park,Ambernath East,Ready to move
3,2100,500.0,1,Apartment,Adani Estates Western Heights Phase 1 Residential,Andheri West,Ready to move
1,425,22.25,0,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
3,900,183.0,0,Apartment,Siddha Sky Phase 3,Sion,Under Construction
2,700,153.0,0,Apartment,Siddha Sky Phase 3,Sion,Under Construction
2,680,145.0,0,Apartment,Siddha Sky Phase 3,Sion,Under Construction
1,600,78.0,0,Apartment,Nakshatra Metro Majestic By Nakshatra Builders Thane,Thane West,Under Construction
1,600,94.0,1,Apartment,Dedhia Daffodils,Dahisar,Ready to move
2,930,179.0,0,Apartment,Nirvaana Pearl,Chembur,Under Construction
1,495,98.0,0,Apartment,Nirvaana Pearl,Chembur,Under Construction
1,780,45.15,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1254,67.12,1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,Ready to move
1,710,54.99,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
1,960,68.0,0,Apartment,Lodha Upper Thane Casa Eden,Bhiwandi,Ready to move
1,730,35.0,1,Apartment,Mohan Suburbia IV,Ambernath West,Ready to move
2,1300,365.0,1,Apartment,Rustomjee Elita,Andheri West,Ready to move
3,1964,250.0,1,Apartment,Hiranandani Estate,Thane West,Ready to move
6,4500,1000.0,1,Apartment,Hiranandani Meadows,Thane West,Ready to move
1,510,52.5,0,Apartment,Lodha Paradise,Thane West,Under Construction
1,520,54.5,0,Apartment,Lodha Paradise,Thane West,Ready to move
2,645,160.0,1,Apartment,Dotom Blumen,Vikhroli,Under Construction
2,603,150.0,1,Apartment,Dotom Blumen,Vikhroli,Under Construction
2,584,140.0,1,Apartment,Dotom Blumen,Vikhroli,Under Construction
2,590,127.0,1,Apartment,Dotom Blumen,Vikhroli,Under Construction
2,604,130.0,1,Apartment,Dotom Blumen,Vikhroli,Under Construction
1,650,279.0,1,Apartment,Swaraj Homes Regiland Apartment,Bandra West,Ready to move
2,750,125.0,0,Apartment,Sethia Pride Wing A,Kandivali East,Under Construction
3,1350,250.0,0,Apartment,Sheth Vasant Blossom,Andheri East,Under Construction
4,2815,375.0,1,Apartment,Kalpataru Siddhachal Elegant,Thane West,Ready to move
1,693,100.0,0,Apartment,Spenta Alta Vista,Chembur,Under Construction
1,730,38.5,1,Apartment,Nisarg Greens,Ambernath East,Ready to move
5,5500,800.0,1,Apartment,Hiranandani Rodas Enclave Royce,Thane West,Ready to move
2,1065,110.00000000000001,1,Apartment,Kalpataru Hills,Thane West,Ready to move
3,1902,290.0,1,Apartment,Kalpataru Siddhachal Elite,Thane West,Ready to move
3,1450,165.0,1,Apartment,Vasant Vasant Vihar,Thane West,Ready to move
4,5500,600.0,1,Villa,T Bhimjyani Neelkanth Woods Bungalow L 57,Thane West,Ready to move
1,670,24.5,1,Apartment,JP Synergy,Ambernath East,Under Construction
3,1850,114.99999999999999,1,Apartment,Nisarg Greens Phase II A,Ambernath East,Under Construction
3,1341,112.99999999999999,1,Apartment,Ashish Samriddhi,Mira Road East,Ready to move
2,750,90.0,1,Apartment,Lodha Amara Tower 32 33,Thane West,Ready to move
1,665,36.0,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,675,38.0,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,657,39.5,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,657,34.92,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,425,24.9,0,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
4,1500,680.0,0,Apartment,Marathon Monte South 1,Byculla,Ready to move
3,1227,522.0,0,Apartment,Marathon Monte South 1,Byculla,Ready to move
2,1090,75.0,1,Apartment,Pragati Infra Crystal,Ulwe,Ready to move
3,1150,235.0,1,Apartment,Town Ashtha Heights,Goregaon West,Ready to move
2,1050,74.95,1,Apartment,JK IRIS,Mira Road East,Under Construction
1,750,53.9,1,Apartment,Raj Akshay,Mira Road East,Under Construction
2,1050,75.99,1,Apartment,Raj Akshay,Mira Road East,Under Construction
2,1350,135.0,1,Apartment,Balaji Delta Tower 2,Ulwe,Ready to move
1,545,75.0,1,Apartment,Reputed Builder Shanti Ananya CHS,Koper Khairane,Ready to move
1,550,65.0,1,Apartment,Reputed Builder Sai Chandrodaya,Koper Khairane,Ready to move
1,550,68.0,1,Apartment,Reputed Builder Laxmi Narayan Complex,Koper Khairane,Ready to move
5,3800,2000.0,1,Apartment,Raheja Imperia I,Lower Parel,Ready to move
4,2400,1075.0,1,Apartment,Raheja Empress,Prabhadevi,Ready to move
3,1600,900.0,1,Apartment,Raheja Imperia I,Lower Parel,Ready to move
4,2200,1350.0,1,Apartment,Indiabulls Blu Tower A,Worli,Ready to move
3,1800,650.0,1,Apartment,Marathon Nextgen Era,Lower Parel,Ready to move
4,2400,1065.0,1,Apartment,Raheja Empress,Prabhadevi,Ready to move
3,2500,1050.0,1,Apartment,Lodha World Crest,Lower Parel,Ready to move
4,2400,1000.0,1,Apartment,Raheja Empress,Prabhadevi,Ready to move
